id,campaign_id,name,platform,status,objective,campaign_type,budget_type,budget_amount,spend_amount,remaining_budget,impressions,clicks,conversions,revenue,ctr,cpc,cpm,cpa,roas,likes,shares,saves,comments_count,total_engagement,engagement_rate,sentiment_score,overall_sentiment,positive_comments,neutral_comments,negative_comments,video_views,video_completion_rate,profile_visits,website_clicks,is_optimized,optimization_score,target_audience,ad_creative,campaign_settings,start_date,end_date,created_at,updated_at
380,in_camp_0130,AI: Your Partner in Marketing Success,instagram,active,brand_awareness,image_post,daily,8185.18,3876.66,6504.11,61027,3084,68,21195.8,5.05,1.26,63.52,57.01,5.47,4584,500,251,5,5340,8.75,0.27,positive,2,2,1,0,0.64,925,3084,false,0.93,"{""age_range"": {""min"": 24, ""max"": 60}, ""genders"": ""female"", ""locations"": [""Durban"", ""Johannesburg"", ""Cape Town"", ""Pretoria""], ""interests"": [""automation"", ""AI"", ""marketing""]}","{""headline"": ""AI: Your Partner in Marketing Success"", ""description"": ""In the fast-evolving marketplace of South Africa, having an AI partner can set your business apart. ..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels"", ""feed"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-06-03,,2025-06-15T21:19:09.904753,2025-06-15T21:19:09.904756
381,in_camp_0131,Effortless Marketing Automation,instagram,paused,traffic,testimonial_video,daily,1423.28,498.36,848.57,20169,1313,35,8750.7,6.51,0.38,24.71,14.24,17.56,1469,150,116,5,1740,8.63,0.36,positive,3,1,1,8067,0.31,393,1313,true,0.69,"{""age_range"": {""min"": 24, ""max"": 65}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Durban"", ""Cape Town"", ""Pretoria""], ""interests"": [""automation"", ""technology"", ""AI""]}","{""headline"": ""Effortless Marketing Automation"", ""description"": ""Discover how local businesses in South Africa streamlined their marketing efforts with AI-driven aut..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-13,2025-07-19,2025-06-15T21:19:18.034099,2025-06-15T21:19:18.034102
382,in_camp_0132,Transform Your Marketing Strategy,instagram,active,traffic,testimonial_video,daily,14703.83,4935.21,3688.96,28080,1851,238,20531.69,6.59,2.67,175.76,20.74,4.16,3123,117,134,5,3379,12.03,0.26,positive,3,0,2,0,0.73,555,1851,true,0.31,"{""age_range"": {""min"": 23, ""max"": 61}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Johannesburg"", ""Cape Town""], ""interests"": [""marketing"", ""automation"", ""business"", ""technology"", ""AI""]}","{""headline"": ""Transform Your Marketing Strategy"", ""description"": ""Watch as South African entrepreneurs reveal how our marketing automation tools have transformed thei..."", ""call_to_action"": ""learn_more""}","{""placements"": [""stories"", ""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-03-19,,2025-06-15T21:19:20.658203,2025-06-15T21:19:20.658205
383,in_camp_0133,Streamlining Success,instagram,paused,engagement,testimonial_video,daily,747.18,436.41,260.31,16733,868,76,33345.71,5.19,0.5,26.08,5.74,76.41,1762,65,75,5,1907,11.4,0.29,positive,2,2,1,0,0,260,868,true,0.65,"{""age_range"": {""min"": 34, ""max"": 49}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Cape Town""], ""interests"": [""technology"", ""business"", ""marketing""]}","{""headline"": ""Streamlining Success"", ""description"": ""See firsthand how businesses across South Africa are thriving with marketing automation. Our clients..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-28,2025-07-20,2025-06-15T21:19:23.017913,2025-06-15T21:19:23.017916
384,in_camp_0134,AI-Powered Marketing Wins,instagram,paused,conversions,testimonial_video,daily,6178.1,3981.29,5262.5,28124,516,40,8952.41,1.83,7.72,141.56,99.53,2.25,3428,97,102,5,3632,12.91,0.35,positive,3,1,1,11249,0,154,516,true,0.67,"{""age_range"": {""min"": 29, ""max"": 53}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Johannesburg"", ""Durban""], ""interests"": [""technology"", ""business"", ""marketing"", ""AI""]}","{""headline"": ""AI-Powered Marketing Wins"", ""description"": ""Join us as we showcase real testimonials from South African businesses leveraging AI for effective m..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-22,2025-07-30,2025-06-15T21:19:25.758413,2025-06-15T21:19:25.758416
385,in_camp_0135,Simplifying Marketing with AI,instagram,paused,conversions,testimonial_video,daily,9113.48,4273.63,6014.06,27286,1666,109,9244.66,6.11,2.57,156.62,39.21,2.16,2047,186,105,5,2343,8.59,0.29,positive,2,2,1,10914,0.43,499,1666,false,0.37,"{""age_range"": {""min"": 33, ""max"": 60}, ""genders"": ""male"", ""locations"": [""Durban"", ""Pretoria"", ""Johannesburg""], ""interests"": [""AI"", ""automation"", ""technology"", ""marketing"", ""business""]}","{""headline"": ""Simplifying Marketing with AI"", ""description"": ""Explore how businesses in South Africa are simplifying their marketing efforts through automation. O..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-22,,2025-06-15T21:19:28.851631,2025-06-15T21:19:28.851634
386,in_camp_0136,Unlocking Potential with AI,instagram,paused,brand_awareness,video_ad,daily,2582.87,1081.46,1767.1,21096,643,37,9502.56,3.05,1.68,51.26,29.23,8.79,1738,154,114,5,2011,9.53,0.44,positive,3,1,1,0,0,192,643,true,0.88,"{""age_range"": {""min"": 21, ""max"": 52}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Durban""], ""interests"": [""AI"", ""technology"", ""automation"", ""business"", ""marketing""]}","{""headline"": ""Unlocking Potential with AI"", ""description"": ""Discover how South African businesses are harnessing the power of AI marketing to enhance customer e..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-12,2025-08-08,2025-06-15T21:19:38.171396,2025-06-15T21:19:38.171398
387,in_camp_0137,AI-Driven Growth,instagram,active,engagement,video_ad,daily,5561.33,2669.67,4128.59,30790,1486,137,8960.58,4.83,1.8,86.71,19.49,3.36,3511,101,139,5,3756,12.2,0.41,positive,3,1,1,0,0.71,445,1486,true,0.79,"{""age_range"": {""min"": 26, ""max"": 52}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Durban"", ""Johannesburg"", ""Cape Town""], ""interests"": [""marketing"", ""automation"", ""technology"", ""AI"", ""business""]}","{""headline"": ""AI-Driven Growth"", ""description"": ""Join us as we highlight inspiring stories from South African companies that have leveraged AI market..."", ""call_to_action"": ""learn_more""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-19,2025-08-10,2025-06-15T21:19:43.695746,2025-06-15T21:19:43.695748
388,in_camp_0138,Transform Your Business with AI,instagram,paused,traffic,video_ad,daily,8281.43,4178.96,7387.28,47892,3455,281,86813.22,7.21,1.21,87.26,14.87,20.77,4651,156,125,5,4937,10.31,0.26,positive,3,0,2,19156,0.73,1036,3455,true,0.74,"{""age_range"": {""min"": 27, ""max"": 63}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Durban"", ""Cape Town""], ""interests"": [""AI"", ""business"", ""technology"", ""marketing"", ""automation""]}","{""headline"": ""Transform Your Business with AI"", ""description"": ""Step into the future of marketing with our 'CampaignAI Success Stories'. This series presents local ..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-20,,2025-06-15T21:19:46.110861,2025-06-15T21:19:46.110865
389,in_camp_0139,AI Marketing Champions,instagram,active,conversions,video_ad,daily,14778.52,4989.18,6937.11,3330,99,11,4723.77,2.97,50.4,1498.25,453.56,0.95,257,24,13,5,299,8.98,0.37,positive,3,2,0,0,0,29,99,false,0.7,"{""age_range"": {""min"": 31, ""max"": 48}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Johannesburg"", ""Pretoria""], ""interests"": [""marketing"", ""technology"", ""AI""]}","{""headline"": ""AI Marketing Champions"", ""description"": ""Celebrate the champions of AI marketing in South Africa! This campaign shines a spotlight on busines..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-13,,2025-06-15T21:19:48.627674,2025-06-15T21:19:48.627677
390,in_camp_0140,The AI Advantage,instagram,completed,conversions,video_ad,daily,5392.83,2038.58,1393.14,10312,658,40,8085.32,6.38,3.1,197.69,50.96,3.97,802,55,40,5,902,8.75,0.35,positive,3,1,1,4124,0.5,197,658,false,0.37,"{""age_range"": {""min"": 29, ""max"": 48}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Durban"", ""Pretoria""], ""interests"": [""automation"", ""marketing"", ""business"", ""technology""]}","{""headline"": ""The AI Advantage"", ""description"": ""Explore the advantages of AI marketing through the eyes of South African entrepreneurs. This campaig..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-17,,2025-06-15T21:19:51.522429,2025-06-15T21:19:51.522432
391,in_camp_0141,Empowered by AI: The Future of Marketing,instagram,active,engagement,testimonial_video,daily,5564.35,2337.71,2983.48,78189,5839,654,279409.45,7.47,0.4,29.9,3.57,119.52,6955,340,427,5,7727,9.88,0.33,positive,2,2,1,31275,0.45,1751,5839,false,0.34,"{""age_range"": {""min"": 26, ""max"": 45}, ""genders"": ""all"", ""locations"": [""Cape Town"", ""Johannesburg""], ""interests"": [""AI"", ""technology"", ""marketing"", ""business"", ""automation""]}","{""headline"": ""Empowered by AI: The Future of Marketing"", ""description"": ""Discover how South African businesses are transforming their marketing strategies through AI-driven ..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-27,,2025-06-15T21:19:59.285715,2025-06-15T21:19:59.285717
392,in_camp_0142,AI-Driven Success: A Local Restaurant's Journey,instagram,active,brand_awareness,testimonial_video,daily,597.17,394.82,361.39,27962,406,40,19461.81,1.45,0.97,14.12,9.87,49.29,2483,96,73,5,2657,9.5,0.42,positive,3,1,1,11184,0,121,406,true,0.93,"{""age_range"": {""min"": 25, ""max"": 57}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Pretoria"", ""Durban"", ""Cape Town""], ""interests"": [""technology"", ""business"", ""automation"", ""marketing""]}","{""headline"": ""AI-Driven Success: A Local Restaurant's Journey"", ""description"": ""Join us as we unveil the success story of a Cape Town restaurant that leveraged AI marketing tools t..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels"", ""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-03-26,,2025-06-15T21:20:02.380842,2025-06-15T21:20:02.380844
393,in_camp_0143,Transforming Customer Experience with AI,instagram,active,conversions,testimonial_video,daily,2045.74,861.78,463.2,31585,584,45,7594.22,1.85,1.48,27.28,19.15,8.81,2227,117,83,5,2432,7.7,0.47,positive,4,0,1,0,0.33,175,584,false,0.9,"{""age_range"": {""min"": 28, ""max"": 63}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Durban"", ""Pretoria""], ""interests"": [""technology"", ""automation"", ""business""]}","{""headline"": ""Transforming Customer Experience with AI"", ""description"": ""See how a Johannesburg-based e-commerce business utilized AI to tailor marketing campaigns for their..."", ""call_to_action"": ""get_quote""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-19,2025-07-09,2025-06-15T21:20:07.363272,2025-06-15T21:20:07.363274
394,in_camp_0144,Boosting Brand Awareness the AI Way,instagram,active,brand_awareness,testimonial_video,daily,5993.07,4294.17,6765.33,93399,5652,807,170988.32,6.05,0.76,45.98,5.32,39.82,6225,623,328,5,7181,7.69,0.28,positive,2,2,1,37359,0,1695,5652,true,0.95,"{""age_range"": {""min"": 26, ""max"": 49}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Cape Town""], ""interests"": [""technology"", ""AI"", ""marketing"", ""automation"", ""business""]}","{""headline"": ""Boosting Brand Awareness the AI Way"", ""description"": ""Watch the inspiring story of a Durban startup that embraced AI marketing strategies and expanded its..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-25,2025-07-27,2025-06-15T21:20:13.926304,2025-06-15T21:20:13.926306
395,in_camp_0145,AI Marketing: The Power Behind a Thriving Business,instagram,active,traffic,testimonial_video,daily,7420.32,3321.3,4086.77,55001,3043,168,57818.93,5.53,1.09,60.39,19.77,17.41,4562,302,230,5,5099,9.27,0.33,positive,3,1,1,0,0,912,3043,true,0.88,"{""age_range"": {""min"": 27, ""max"": 46}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Durban"", ""Pretoria"", ""Cape Town""], ""interests"": [""AI"", ""business"", ""technology"", ""marketing""]}","{""headline"": ""AI Marketing: The Power Behind a Thriving Business"", ""description"": ""Explore how a South African non-profit organization utilized AI to enhance their fundraising efforts..."", ""call_to_action"": ""get_quote""}","{""placements"": [""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-06-13,2025-07-14,2025-06-15T21:20:16.675947,2025-06-15T21:20:16.675949
396,in_camp_0146,Smart Leads Success,instagram,active,brand_awareness,testimonial_video,daily,490.3,208.47,408.28,3664,256,12,5193.61,6.99,0.81,56.9,17.37,24.91,279,21,8,5,313,8.54,0.37,positive,3,1,1,0,0,76,256,false,0.4,"{""age_range"": {""min"": 27, ""max"": 52}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Durban"", ""Johannesburg"", ""Pretoria""], ""interests"": [""technology"", ""business"", ""marketing"", ""automation"", ""AI""]}","{""headline"": ""Smart Leads Success"", ""description"": ""Discover how AI-driven lead generation transformed a local South African business's customer acquisi..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories"", ""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-26,,2025-06-15T21:20:24.863915,2025-06-15T21:20:24.863919
397,in_camp_0147,AI Boost: Real Results,instagram,active,brand_awareness,testimonial_video,daily,2024.66,862.46,1576.79,36599,1908,266,32104.88,5.21,0.45,23.57,3.24,37.22,4451,163,77,5,4696,12.83,0.14,neutral,2,1,2,0,0,572,1908,false,0.33,"{""age_range"": {""min"": 35, ""max"": 58}, ""genders"": ""female"", ""locations"": [""Durban"", ""Johannesburg""], ""interests"": [""marketing"", ""technology"", ""business"", ""automation""]}","{""headline"": ""AI Boost: Real Results"", ""description"": ""Join us as we showcase the success story of a South African startup that utilized AI-driven lead gen..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-08,2025-06-30,2025-06-15T21:20:27.320740,2025-06-15T21:20:27.320743
398,in_camp_0148,Turning Ideas into Clients,instagram,paused,conversions,testimonial_video,daily,213.1,162.24,60.86,31564,1770,121,52324.69,5.61,0.09,5.14,1.34,322.51,2402,248,149,5,2804,8.88,0.43,positive,3,1,1,12625,0,531,1770,false,0.72,"{""age_range"": {""min"": 35, ""max"": 60}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Durban"", ""Cape Town"", ""Johannesburg""], ""interests"": [""AI"", ""technology"", ""business""]}","{""headline"": ""Turning Ideas into Clients"", ""description"": ""Watch as a prominent South African entrepreneur shares their journey using AI-driven lead generation..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-24,2025-08-10,2025-06-15T21:20:30.494979,2025-06-15T21:20:30.494982
399,in_camp_0149,From Leads to Loyalty,instagram,active,traffic,testimonial_video,daily,3700.31,2488.19,1902.6,30869,496,66,7358.69,1.61,5.02,80.6,37.7,2.96,3154,203,181,5,3543,11.48,0.14,neutral,3,0,2,0,0,148,496,false,0.42,"{""age_range"": {""min"": 30, ""max"": 54}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Johannesburg"", ""Cape Town"", ""Durban""], ""interests"": [""business"", ""AI"", ""automation"", ""marketing""]}","{""headline"": ""From Leads to Loyalty"", ""description"": ""In this captivating testimonial video, a South African business owner reveals how AI-driven lead gen..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-06-09,2025-07-23,2025-06-15T21:20:33.467767,2025-06-15T21:20:33.467771
400,in_camp_0150,AI-Driven Sales Success,instagram,active,traffic,testimonial_video,daily,5525.86,3311.86,6250.02,70553,1780,184,72490.6,2.52,1.86,46.94,18.0,21.89,4509,319,364,5,5197,7.37,0.31,positive,2,2,1,0,0,534,1780,true,0.86,"{""age_range"": {""min"": 25, ""max"": 51}, ""genders"": ""male"", ""locations"": [""Durban"", ""Cape Town"", ""Johannesburg"", ""Pretoria""], ""interests"": [""marketing"", ""business"", ""AI""]}","{""headline"": ""AI-Driven Sales Success"", ""description"": ""Hear directly from a successful South African brand that harnessed AI-driven lead generation to prop..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-30,,2025-06-15T21:20:35.883003,2025-06-15T21:20:35.883006
401,in_camp_0151,Elevate Your Brand with AI Insights,instagram,active,conversions,image_post,daily,3125.65,1447.36,536.24,46194,2652,333,38717.91,5.74,0.55,31.33,4.35,26.75,3424,282,233,5,3944,8.54,0.39,positive,3,1,1,0,0,795,2652,false,0.92,"{""age_range"": {""min"": 27, ""max"": 47}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Johannesburg""], ""interests"": [""automation"", ""AI"", ""business"", ""marketing""]}","{""headline"": ""Elevate Your Brand with AI Insights"", ""description"": ""Unlock the power of artificial intelligence to analyze customer behavior and enhance your marketing ..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-06-14,2025-08-12,2025-06-15T21:20:45.872381,2025-06-15T21:20:45.872383
402,in_camp_0152,AI: Your Competitive Advantage,instagram,paused,brand_awareness,image_post,daily,11912.86,4085.83,1683.58,6281,66,9,3780.45,1.05,61.91,650.51,453.98,0.93,444,22,18,5,489,7.79,0.43,positive,3,1,1,0,0.47,19,66,false,0.67,"{""age_range"": {""min"": 33, ""max"": 62}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Pretoria"", ""Johannesburg"", ""Durban""], ""interests"": [""marketing"", ""automation"", ""technology""]}","{""headline"": ""AI: Your Competitive Advantage"", ""description"": ""Harnessing the capabilities of AI can revolutionize your marketing approach. South African businesse..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-03-26,2025-08-04,2025-06-15T21:20:48.914302,2025-06-15T21:20:48.914304
403,in_camp_0153,Transform Your Marketing with AI,instagram,active,engagement,image_post,daily,2617.09,1235.35,357.06,5968,188,16,5186.43,3.15,6.57,207.0,77.21,4.2,690,47,26,5,768,12.87,0.33,positive,3,1,1,2387,0.79,56,188,false,0.67,"{""age_range"": {""min"": 23, ""max"": 55}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Johannesburg""], ""interests"": [""technology"", ""marketing"", ""automation"", ""AI"", ""business""]}","{""headline"": ""Transform Your Marketing with AI"", ""description"": ""AI marketing tools are transforming the way South African businesses connect with their customers. F..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-28,,2025-06-15T21:20:51.262857,2025-06-15T21:20:51.262859
404,in_camp_0154,Boost Engagement with AI Technology,instagram,active,conversions,image_post,daily,7335.92,3830.22,4738.89,94863,5324,708,208926.33,5.61,0.72,40.38,5.41,54.55,6338,578,444,5,7365,7.76,0.18,neutral,2,2,1,0,0,1597,5324,true,0.53,"{""age_range"": {""min"": 18, ""max"": 46}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Johannesburg""], ""interests"": [""technology"", ""AI"", ""business"", ""automation"", ""marketing""]}","{""headline"": ""Boost Engagement with AI Technology"", ""description"": ""In today's fast-paced digital world, South African businesses must leverage AI to boost customer eng..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-14,2025-07-21,2025-06-15T21:20:54.147167,2025-06-15T21:20:54.147170
405,in_camp_0155,Stay Ahead with AI-Driven Strategies,instagram,active,engagement,image_post,daily,1049.55,441.83,763.72,82896,3922,468,118619.17,4.73,0.11,5.33,0.94,268.47,8265,313,427,5,9010,10.87,0.31,positive,2,2,1,0,0,1176,3922,true,0.38,"{""age_range"": {""min"": 21, ""max"": 62}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Pretoria"", ""Durban""], ""interests"": [""marketing"", ""automation"", ""business"", ""technology""]}","{""headline"": ""Stay Ahead with AI-Driven Strategies"", ""description"": ""As the business landscape in South Africa evolves, staying ahead of the game is crucial. AI-driven m..."", ""call_to_action"": ""learn_more""}","{""placements"": [""stories"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-11,,2025-06-15T21:20:58.086385,2025-06-15T21:20:58.086388
406,in_camp_0156,Elevate Your Brand with AI Insights,instagram,active,conversions,story_ad,daily,5750.38,2354.05,1687.9,98515,5720,367,141197.3,5.81,0.41,23.9,6.41,59.98,9461,570,337,5,10373,10.53,0.29,positive,2,2,1,39406,0,1716,5720,true,0.79,"{""age_range"": {""min"": 19, ""max"": 52}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Durban""], ""interests"": [""marketing"", ""technology"", ""business"", ""automation""]}","{""headline"": ""Elevate Your Brand with AI Insights"", ""description"": ""Unlock the potential of AI-driven marketing strategies designed for South African businesses. By lev..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-30,2025-07-17,2025-06-15T21:21:06.647896,2025-06-15T21:21:06.647901
407,in_camp_0157,Smart Solutions for Smart Businesses,instagram,active,conversions,story_ad,daily,14507.91,4922.54,9061.35,81667,5183,301,131084.5,6.35,0.95,60.28,16.35,26.63,6010,626,450,5,7091,8.68,0.21,positive,2,2,1,32666,0.64,1554,5183,true,0.59,"{""age_range"": {""min"": 20, ""max"": 60}, ""genders"": ""male"", ""locations"": [""Durban"", ""Pretoria"", ""Cape Town""], ""interests"": [""business"", ""automation"", ""marketing""]}","{""headline"": ""Smart Solutions for Smart Businesses"", ""description"": ""Harness the power of AI to craft intelligent marketing campaigns that resonate with your audience. I..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-26,2025-07-09,2025-06-15T21:21:09.643841,2025-06-15T21:21:09.643843
408,in_camp_0158,Transform Your Marketing with AI,instagram,active,engagement,story_ad,daily,9480.36,4351.87,8345.35,99141,2440,279,85161.63,2.46,1.78,43.9,15.6,19.57,11762,806,523,5,13096,13.21,0.41,positive,3,2,0,39656,0,732,2440,false,0.86,"{""age_range"": {""min"": 18, ""max"": 65}, ""genders"": ""female"", ""locations"": [""Durban"", ""Pretoria"", ""Cape Town"", ""Johannesburg""], ""interests"": [""technology"", ""automation"", ""business""]}","{""headline"": ""Transform Your Marketing with AI"", ""description"": ""Step into the future of marketing with AI technology tailored for South African enterprises. By impl..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels"", ""feed"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-31,2025-07-24,2025-06-15T21:21:12.245648,2025-06-15T21:21:12.245651
409,in_camp_0159,Personalized Campaigns that Drive Results,instagram,active,traffic,story_ad,daily,3168.27,2557.7,4518.32,91532,5808,269,103425.82,6.35,0.44,27.94,9.51,40.44,10256,513,335,5,11109,12.14,0.42,positive,3,1,1,36612,0.76,1742,5808,false,0.8,"{""age_range"": {""min"": 22, ""max"": 59}, ""genders"": ""male"", ""locations"": [""Durban"", ""Johannesburg"", ""Pretoria"", ""Cape Town""], ""interests"": [""AI"", ""business"", ""technology"", ""automation""]}","{""headline"": ""Personalized Campaigns that Drive Results"", ""description"": ""Leverage AI to create personalized marketing campaigns that truly connect with your South African au..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-26,2025-08-09,2025-06-15T21:21:14.829030,2025-06-15T21:21:14.829033
410,in_camp_0160,Maximize Your Marketing Potential,instagram,active,brand_awareness,story_ad,daily,3134.22,1757.73,1869.04,24799,392,19,8580.39,1.58,4.48,70.88,92.51,4.88,2871,190,73,5,3139,12.66,0.31,positive,2,2,1,9919,0.64,117,392,true,0.6,"{""age_range"": {""min"": 20, ""max"": 48}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Cape Town""], ""interests"": [""business"", ""technology"", ""marketing"", ""AI""]}","{""headline"": ""Maximize Your Marketing Potential"", ""description"": ""In a competitive landscape, AI marketing solutions can help South African businesses maximize their ..."", ""call_to_action"": ""sign_up""}","{""placements"": [""feed"", ""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-19,2025-07-15,2025-06-15T21:21:18.319662,2025-06-15T21:21:18.319664
